client_id,sku,product_name,brand,category,avg_daily_demand,std_demand,coefficient_of_variation,lead_time_days,safety_stock,lead_time_demand,reorder_point,stock_norm,optimal_order_qty,forecast_method,service_level,z_score,last_updated
C002,SKU0037,Nestle Pure Life Water 500ml,Nestle,Beverages,13.83,5.86,0.42,3,16.71,41.49,58.19,69.83,96.8,Prophet,0.95,1.64,2025-12-09
C002,SKU0024,Pepsi Pepsi 1.5L,Pepsi,Beverages,7.48,2.79,0.37,3,7.94,22.43,30.37,36.44,52.35,Prophet,0.95,1.64,2025-12-09
C002,SKU0025,Pepsi Pepsi 2.25L,Pepsi,Beverages,9.89,3.72,0.38,3,10.61,29.66,40.27,48.32,69.2,Prophet,0.95,1.64,2025-12-09
C002,SKU0023,Pepsi Pepsi 500ml,Pepsi,Beverages,1.07,0.4,0.37,3,1.13,3.22,4.35,10.0,7.52,Prophet,0.95,1.64,2025-12-09
C002,SKU0036,Shezan Apple Juice 1L,Shezan,Beverages,19.77,6.24,0.32,3,17.78,59.32,77.1,92.52,138.41,Prophet,0.95,1.64,2025-12-09
C002,SKU0029,Sprite Sprite 250ml,Sprite,Beverages,12.27,8.38,0.68,3,23.86,36.82,60.69,72.82,85.92,Prophet,0.95,1.64,2025-12-09
C002,SKU0030,Sprite Sprite 500ml,Sprite,Beverages,13.27,4.06,0.31,3,11.56,39.8,51.36,61.63,92.87,Prophet,0.95,1.64,2025-12-09
C002,SKU0046,Vital Energy Drink 250ml,Vital,Beverages,1.92,0.54,0.28,3,1.54,5.76,7.3,10.0,13.44,Prophet,0.95,1.64,2025-12-09
C002,SKU0006,Haleeb Fresh Milk 1L,Haleeb,Dairy,12.02,4.74,0.39,3,13.5,36.07,49.58,59.49,84.17,Prophet,0.95,1.64,2025-12-09
C002,SKU0007,Haleeb Fresh Milk 500ml,Haleeb,Dairy,9.53,2.63,0.28,3,7.49,28.6,36.09,43.31,66.72,Prophet,0.95,1.64,2025-12-09
C002,SKU0001,Nestle Everyday Milk 1L,Nestle,Dairy,8.14,2.82,0.35,3,8.03,24.43,32.46,38.95,57.01,Prophet,0.95,1.64,2025-12-09
C002,SKU0003,Nestle Everyday Milk 250ml,Nestle,Dairy,6.66,4.59,0.69,3,13.08,19.97,33.05,39.66,46.6,Prophet,0.95,1.64,2025-12-09
C002,SKU0002,Nestle Everyday Milk 500ml,Nestle,Dairy,24.39,7.08,0.29,3,20.16,73.18,93.34,112.01,170.76,Prophet,0.95,1.64,2025-12-09
C002,SKU0011,Nestle Yogurt 400g,Nestle,Dairy,14.85,5.05,0.34,3,14.39,44.56,58.95,70.74,103.97,Prophet,0.95,1.64,2025-12-09
C002,SKU0012,Nestle Yogurt 900g,Nestle,Dairy,15.43,4.7,0.3,3,13.4,46.29,59.68,71.62,108.0,Prophet,0.95,1.64,2025-12-09
C002,SKU0017,Nurpur Butter 200g,Nurpur,Dairy,6.97,2.34,0.34,3,6.67,20.91,27.58,33.1,48.8,Prophet,0.95,1.64,2025-12-09
C002,SKU0008,Nurpur Milk 1L,Nurpur,Dairy,9.62,3.47,0.36,3,9.87,28.85,38.73,46.47,67.33,Prophet,0.95,1.64,2025-12-09
C002,SKU0009,Nurpur Milk 500ml,Nurpur,Dairy,17.47,7.33,0.42,3,20.88,52.41,73.29,87.95,122.3,Prophet,0.95,1.64,2025-12-09
C002,SKU0015,Olpers Cheese Slices 200g,Olpers,Dairy,2.51,0.57,0.23,3,1.63,7.52,9.15,10.98,17.55,Prophet,0.95,1.64,2025-12-09
C002,SKU0014,Tarang Dahi 1kg,Tarang,Dairy,22.41,10.01,0.45,3,28.52,67.24,95.77,114.92,156.9,Prophet,0.95,1.64,2025-12-09
C002,SKU0013,Tarang Dahi 500g,Tarang,Dairy,18.96,8.37,0.44,3,23.85,56.89,80.74,96.89,132.75,Prophet,0.95,1.64,2025-12-09
C002,SKU0153,K&N's Chicken Nuggets 1kg,K&N's,Frozen,3.0,1.7,0.57,3,4.83,9.0,13.83,16.6,21.0,Prophet,0.95,1.64,2025-12-09
C002,SKU0152,K&N's Chicken Nuggets 500g,K&N's,Frozen,7.39,1.6,0.22,3,4.57,22.18,26.75,32.1,51.75,Prophet,0.95,1.64,2025-12-09
C002,SKU0155,K&N's Chicken Patties 12-pack,K&N's,Frozen,25.67,6.94,0.27,3,19.78,77.0,96.78,116.14,179.66,Prophet,0.95,1.64,2025-12-09
C002,SKU0158,Makkhan Paratha 20-pack,Makkhan,Frozen,3.32,1.04,0.31,3,2.97,9.96,12.93,15.52,23.25,Prophet,0.95,1.64,2025-12-09
C002,SKU0156,Menu Plain Paratha 20-pack,Menu,Frozen,23.24,6.2,0.27,3,17.68,69.72,87.4,104.88,162.68,Prophet,0.95,1.64,2025-12-09
C002,SKU0086,Dalda Cooking Oil 1L,Dalda,Grocery,19.05,5.93,0.31,3,16.91,57.14,74.04,88.85,133.32,Prophet,0.95,1.64,2025-12-09
C002,SKU0087,Dalda Cooking Oil 2.5L,Dalda,Grocery,5.76,1.64,0.28,3,4.67,17.29,21.96,26.35,40.34,Prophet,0.95,1.64,2025-12-09
C002,SKU0088,Dalda Cooking Oil 5L,Dalda,Grocery,8.89,4.02,0.45,3,11.45,26.67,38.12,45.74,62.23,Prophet,0.95,1.64,2025-12-09
